sep=,
HRV ANALYSIS RESULTS - 11-Feb-2024 15:43:32
Kubios HRV Scientific Lite
4.1.0
released in October 2023

Analyzed by: Coco Sollfrank - Fine Arts - ZHdK

File name: /Users/alexandreputtick/Library/CloudStorage/Dropbox/Breathing Data/ECG Logger/RR Converted/2024-02-02_rr.csv
Measurement date: 02/02/2024 17:50:36
File type: asciiCUSTOM
Channel label: RR data
Data length: 00:30:31 (h:min:s)
Measurement rate: - 

Parameters
 Number of samples: 7
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats

RR Interval Samples Selected for Analysis
                              ,    Sample 1,    Sample 2,    Sample 3,    Sample 4,    Sample 5,    Sample 6,    Sample 7,
  Sample limits (hh:mm:ss):   ,17:50:35-17:55:35,17:55:36-18:00:36,18:00:37-18:05:37,18:05:38-18:10:38,18:10:39-18:15:39,18:15:40-18:20:40,17:50:35-18:20:35,
  Sample Analysis Type: Single samples
  Beat correction: none
  Beats total:                ,         355,         368,         376,         371,         355,         360,    2.18e+03,
  Beats corrected:            ,           -,           -,           -,           -,           -,           -,           -,
  Beats corrected (%):        ,           -,           -,           -,           -,           -,           -,           -,
  Effective data length (s):  ,         300,         300,         300,         300,         300,         300,        1800,
  Effective data length (%):  ,      100.00,      100.00,      100.00,      100.00,      100.00,      100.00,      100.00,


RESULTS FOR SINGLE SAMPLES
                              ,    SAMPLE 1,            ,    SAMPLE 2,            ,    SAMPLE 3,            ,    SAMPLE 4,            ,    SAMPLE 5,            ,    SAMPLE 6,            ,    SAMPLE 7,            ,
  SDNN index (ms):            ,         NaN,            ,         NaN,            ,         NaN,            ,         NaN,            ,         NaN,            ,         NaN,            ,     53.2200,            ,
 Geometric parameters         ,
  RR tri index:               ,   11.833333,            ,   16.727273,            ,   12.129032,            ,   10.027027,            ,   11.451613,            ,    9.000000,            ,   13.156627,            ,
  TINN (ms):                  ,    377.0000,            ,    277.0000,            ,    192.0000,            ,    225.0000,            ,    374.0000,            ,    334.0000,            ,    385.0000,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,FFT spectrum, AR spectrum,FFT spectrum, AR spectrum,FFT spectrum, AR spectrum,FFT spectrum, AR spectrum,FFT spectrum, AR spectrum,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.023333,    0.040000,    0.036667,    0.040000,    0.040000,    0.040000,    0.036667,    0.040000,    0.030000,    0.040000,    0.026667,    0.040000,    0.040000,    0.040000,
  LF (Hz):                    ,    0.076667,    0.083333,    0.070000,    0.073333,    0.066667,    0.066667,    0.060000,    0.070000,    0.060000,    0.080000,    0.053333,    0.070000,    0.066667,    0.073333,
  HF (Hz):                    ,    0.163333,    0.150000,    0.190000,    0.150000,    0.193333,    0.150000,    0.170000,    0.150000,    0.163333,    0.150000,    0.153333,    0.150000,    0.176667,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,     22.1679,    165.2939,    104.0887,    176.6156,     88.6005,    172.0015,     61.8307,    277.9431,     14.3832,    223.3630,     33.4229,    277.4108,     68.5908,    237.4438,
  LF (ms^2):                  ,   1952.0422,   1786.0857,   2916.4572,   2836.9463,   2018.8249,   1578.1434,   1983.4713,   1410.7835,   1503.6646,   1080.2484,   1067.4288,    934.3986,   1793.7373,   1613.7672,
  HF (ms^2):                  ,     84.4274,    282.7725,     93.9838,    114.1985,    116.5615,     97.0179,    137.4843,    119.9408,    200.7131,    313.2243,    113.2751,    282.5974,    247.8253,    199.8705,
  VLF (log):                  ,      3.0986,      5.1077,      4.6452,      5.1740,      4.4841,      5.1475,      4.1244,      5.6274,      2.6661,      5.4088,      3.5092,      5.6255,      4.2282,      5.4699,
  LF (log):                   ,      7.5766,      7.4878,      7.9781,      7.9505,      7.6103,      7.3640,      7.5926,      7.2519,      7.3157,      6.9849,      6.9730,      6.8399,      7.4921,      7.3863,
  HF (log):                   ,      4.4359,      5.6446,      4.5431,      4.7379,      4.7584,      4.5749,      4.9235,      4.7870,      5.3019,      5.7469,      4.7298,      5.6440,      5.5127,      5.2977,
 Relative powers              ,
  VLF (%):                    ,      1.0768,      7.3961,      3.3415,      5.6462,      3.9838,      9.3108,      2.8325,     15.3647,      0.8366,     13.8053,      2.7527,     18.5512,      3.2490,     11.5732,
  LF (%):                     ,     94.8195,     79.9192,     93.6255,     90.6935,     90.7738,     85.4281,     90.8643,     77.9879,     87.4600,     66.7663,     87.9115,     62.4857,     84.9656,     78.6563,
  HF (%):                     ,      4.1010,     12.6528,      3.0171,      3.6508,      5.2410,      5.2518,      6.2983,      6.6303,     11.6744,     19.3593,      9.3291,     18.8980,     11.7390,      9.7418,
 Normalized powers            ,
  LF (n.u.):                  ,     95.8516,     86.3022,     96.8622,     96.1206,     94.5401,     94.1987,     93.5131,     92.1458,     88.1979,     77.4598,     90.3999,     76.7177,     87.8188,     88.9508,
  HF (n.u.):                  ,      4.1457,     13.6633,      3.1214,      3.8692,      5.4585,      5.7910,      6.4819,      7.8340,     11.7729,     22.4599,      9.5932,     23.2023,     12.1332,     11.0169,
 Total power (ms^2):          ,   2058.6931,   2234.8655,   3115.0236,   3128.0592,   2224.0165,   1847.3355,   2182.8938,   1808.9766,   1719.2596,   1617.9549,   1214.2078,   1495.3808,   2111.1342,   2051.6687,
 LF/HF ratio:                 ,     23.1210,      6.3163,     31.0315,     24.8422,     17.3198,     16.2665,     14.4269,     11.7623,      7.4916,      3.4488,      9.4233,      3.3065,      7.2379,      8.0741,


Nonlinear Results             ,
 Poincare plot                ,
  SD1 (ms):                   ,   26.275357,            ,   21.052604,            ,   14.307476,            ,   19.584636,            ,   32.055580,            ,   24.994923,            ,   23.552093,            ,
  SD2 (ms):                   ,   63.571034,            ,   77.349778,            ,   61.039455,            ,   59.669084,            ,   54.506306,            ,   52.294000,            ,   61.948720,            ,
  SD2/SD1 ratio:              ,    2.419417,            ,    3.674119,            ,    4.266263,            ,    3.046729,            ,    1.700369,            ,    2.092185,            ,    2.630285,            ,
 Approximate entropy (ApEn):  ,      0.8617,            ,      0.9092,            ,      1.0293,            ,      0.9791,            ,      1.0228,            ,      0.9935,            ,      1.1119,            ,
 Sample entropy (SampEn):     ,      0.9342,            ,      0.9489,            ,      1.1664,            ,      1.0795,            ,      1.1219,            ,      1.0890,            ,      1.0676,            ,
 Detrended fluctuation analysis (DFA),
  alpha 1:                    ,      1.6312,            ,      1.6669,            ,      1.7194,            ,      1.4067,            ,      1.3695,            ,      1.1029,            ,      1.4322,            ,
  alpha 2:                    ,      0.2118,            ,      0.2462,            ,      0.3615,            ,      0.3675,            ,      0.3030,            ,      0.3502,            ,      0.3055,            ,


RR INTERVAL DATA and SPECTRUM ESTIMATES,
                              ,    SAMPLE 1,            ,            ,            ,            ,            ,            ,            ,            ,    SAMPLE 2,            ,            ,            ,            ,            ,            ,            ,            ,    SAMPLE 3,            ,            ,            ,            ,            ,            ,            ,            ,    SAMPLE 4,            ,            ,            ,            ,            ,            ,            ,            ,    SAMPLE 5,            ,            ,            ,            ,            ,            ,            ,            ,    SAMPLE 6,            ,            ,            ,            ,            ,            ,            ,            ,    SAMPLE 7,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     RR Data,            ,FFT spectrum,            , AR Spectrum,            ,            ,            ,            ,     RR Data,            ,FFT spectrum,            , AR Spectrum,            ,            ,            ,            ,     RR Data,            ,FFT spectrum,            , AR Spectrum,            ,            ,            ,            ,     RR Data,            ,FFT spectrum,            , AR Spectrum,            ,            ,            ,            ,     RR Data,            ,FFT spectrum,            , AR Spectrum,            ,            ,            ,            ,     RR Data,            ,FFT spectrum,            , AR Spectrum,            ,            ,            ,            ,     RR Data,            ,FFT spectrum,            , AR Spectrum,            ,            ,            ,            ,
                              ,        Time, RR interval,   Frequency,         PSD,   Frequency,         PSD,   VLF comp.,    LF comp.,    HF comp.,        Time, RR interval,   Frequency,         PSD,   Frequency,         PSD,   VLF comp.,    LF comp.,    HF comp.,        Time, RR interval,   Frequency,         PSD,   Frequency,         PSD,   VLF comp.,    LF comp.,    HF comp.,        Time, RR interval,   Frequency,         PSD,   Frequency,         PSD,   VLF comp.,    LF comp.,    HF comp.,        Time, RR interval,   Frequency,         PSD,   Frequency,         PSD,   VLF comp.,    LF comp.,    HF comp.,        Time, RR interval,   Frequency,         PSD,   Frequency,         PSD,   VLF comp.,    LF comp.,    HF comp.,        Time, RR interval,   Frequency,         PSD,   Frequency,         PSD,   VLF comp.,    LF comp.,    HF comp.,
                              ,         (s),         (s),        (Hz),   (ms^2/Hz),        (Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),         (s),         (s),        (Hz),   (ms^2/Hz),        (Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),         (s),         (s),        (Hz),   (ms^2/Hz),        (Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),         (s),         (s),        (Hz),   (ms^2/Hz),        (Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),         (s),         (s),        (Hz),   (ms^2/Hz),        (Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),         (s),         (s),        (Hz),   (ms^2/Hz),        (Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),         (s),         (s),        (Hz),   (ms^2/Hz),        (Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),
                              ,   64236.000,       0.795,       0.000,      0.2850,       0.000,   1746.3937,            ,            ,            ,   64536.128,       0.761,       0.000,     12.2716,       0.000,   1718.4166,            ,            ,            ,   64837.041,       0.722,       0.000,      8.6649,       0.000,   1591.3833,            ,            ,            ,   65138.012,       0.753,       0.000,      0.9454,       0.000,   2802.9846,            ,            ,            ,   65439.474,       0.798,       0.000,    149.2155,       0.000,   2452.4668,            ,            ,            ,   65740.155,       0.876,       0.000,      0.0579,       0.000,   2975.6043,            ,            ,            ,   64236.000,       0.795,       0.000,      0.0222,       0.000,   2419.2245,            ,            ,            ,
                              ,   64236.791,       0.791,       0.003,      0.0105,       0.003,   3504.6894,            ,            ,            ,   64536.880,       0.752,       0.003,      5.2938,       0.003,   3452.5924,            ,            ,            ,   64837.756,       0.715,       0.003,      4.0110,       0.003,   3199.7183,            ,            ,            ,   65138.772,       0.760,       0.003,      0.4315,       0.003,   5629.2438,            ,            ,            ,   65440.258,       0.784,       0.003,     71.8587,       0.003,   4918.9280,            ,            ,            ,   65741.023,       0.868,       0.003,      0.0769,       0.003,   5970.9519,            ,            ,            ,   64236.791,       0.791,       0.003,      0.0449,       0.003,   4857.7178,            ,            ,            ,
                              ,   64237.583,       0.792,       0.007,      0.2487,       0.007,   3540.7235,            ,            ,            ,   64537.656,       0.776,       0.007,      0.0142,       0.007,   3500.4787,            ,            ,            ,   64838.493,       0.737,       0.007,      1.6149,       0.007,   3251.3122,            ,            ,            ,   65139.571,       0.799,       0.007,      1.5772,       0.007,   5699.8409,            ,            ,            ,   65441.064,       0.806,       0.007,      0.2577,       0.007,   4961.1945,            ,            ,            ,   65741.883,       0.860,       0.007,      0.8037,       0.007,   6030.6136,            ,            ,            ,   64237.583,       0.792,       0.007,      0.5750,       0.007,   4916.1416,            ,            ,            ,
                              ,   64238.397,       0.814,       0.010,      3.3696,       0.010,   3601.8931,            ,            ,            ,   64538.447,       0.791,       0.010,      0.0339,       0.010,   3582.3698,            ,            ,            ,   64839.238,       0.745,       0.010,      0.6975,       0.010,   3339.8346,            ,            ,            ,   65140.416,       0.845,       0.010,      0.5259,       0.010,   5820.1325,            ,            ,            ,   65441.894,       0.830,       0.010,      2.7877,       0.010,   5032.5934,            ,            ,            ,   65742.728,       0.845,       0.010,     11.2614,       0.010,   6131.5011,            ,            ,            ,   64238.397,       0.814,       0.010,      5.2835,       0.010,   5015.6137,            ,            ,            ,
                              ,   64239.188,       0.791,       0.013,     12.9300,       0.013,   3689.9360,            ,            ,            ,   64539.238,       0.791,       0.013,      3.5616,       0.013,   3701.5738,            ,            ,            ,   64840.029,       0.791,       0.013,     12.0664,       0.013,   3469.3359,            ,            ,            ,   65141.291,       0.875,       0.013,     36.0956,       0.013,   5994.2492,            ,            ,            ,   65442.747,       0.853,       0.013,      7.2641,       0.013,   5134.5895,            ,            ,            ,   65743.550,       0.822,       0.013,     56.9370,       0.013,   6275.8303,            ,            ,            ,   64239.188,       0.791,       0.013,     24.5355,       0.013,   5159.4300,            ,            ,            ,
                              ,   64239.964,       0.776,       0.017,    134.5537,       0.017,   3807.4287,            ,            ,            ,   64540.053,       0.815,       0.017,     86.7307,       0.017,   3863.1251,            ,            ,            ,   64840.851,       0.822,       0.017,     18.9123,       0.017,   3646.0326,            ,            ,            ,   65142.182,       0.891,       0.017,    170.9037,       0.017,   6228.3655,            ,            ,            ,   65443.615,       0.868,       0.017,      3.6524,       0.017,   5269.3005,            ,            ,            ,   65744.372,       0.822,       0.017,    142.3773,       0.017,   6466.7781,            ,            ,            ,   64239.964,       0.776,       0.017,    148.9285,       0.017,   5352.5151,            ,            ,            ,
                              ,   64240.724,       0.760,       0.020,    230.4224,       0.020,   3957.9476,            ,            ,            ,   64540.890,       0.837,       0.020,    521.3877,       0.020,   4074.2624,            ,            ,            ,   64841.696,       0.845,       0.020,    690.9228,       0.020,   3878.9611,            ,            ,            ,   65143.089,       0.907,       0.020,    104.4132,       0.020,   6531.1395,            ,            ,            ,   65444.482,       0.867,       0.020,     62.8767,       0.020,   5439.5647,            ,            ,            ,   65745.163,       0.791,       0.020,    164.9670,       0.020,   6708.5466,            ,            ,            ,   64240.724,       0.760,       0.020,    456.2516,       0.020,   5601.7726,            ,            ,            ,
                              ,   64241.492,       0.768,       0.023,   2986.3072,       0.023,   4146.3025,            ,            ,            ,   64541.765,       0.875,       0.023,     13.2305,       0.023,   4345.1684,            ,            ,            ,   64842.525,       0.829,       0.023,   2681.1174,       0.023,   4181.0059,            ,            ,            ,   65143.995,       0.906,       0.023,    997.2572,       0.023,   6914.3521,            ,            ,            ,   65445.350,       0.868,       0.023,    460.6409,       0.023,   5649.0291,            ,            ,            ,   65745.939,       0.776,       0.023,    855.3752,       0.023,   7006.4266,            ,            ,            ,   64241.492,       0.768,       0.023,   1108.6654,       0.023,   5916.6010,            ,            ,            ,
                              ,   64242.245,       0.753,       0.027,    958.7280,       0.027,   4378.8706,            ,            ,            ,   64542.703,       0.938,       0.027,   1070.9640,       0.027,   4690.1108,            ,            ,            ,   64843.340,       0.815,       0.027,   5423.2733,       0.027,   4570.5047,            ,            ,            ,   65144.878,       0.883,       0.027,   3668.5428,       0.027,   7393.8138,            ,            ,            ,   65446.218,       0.868,       0.027,    182.3388,       0.027,   5902.2559,            ,            ,            ,   65746.714,       0.775,       0.027,   3081.2530,       0.027,   7366.8339,            ,            ,            ,   64242.245,       0.753,       0.027,   2488.9114,       0.027,   6309.6330,            ,            ,            ,
                              ,   64242.983,       0.738,       0.030,   1051.3128,       0.030,   4664.0680,            ,            ,            ,   64543.632,       0.929,       0.030,    933.8767,       0.030,   5129.2167,            ,            ,            ,   64844.154,       0.814,       0.030,   3501.8178,       0.030,   5073.7858,            ,            ,            ,   65145.746,       0.868,       0.030,   1416.0936,       0.030,   7990.6265,            ,            ,            ,   65447.079,       0.861,       0.030,   1956.5817,       0.030,   6204.8442,            ,            ,            ,   65747.529,       0.815,       0.030,    510.5815,       0.030,   7797.2747,            ,            ,            ,   64242.983,       0.738,       0.030,   1940.9338,       0.030,   6797.7921,            ,            ,            ,
                              ,   64243.705,       0.722,       0.033,    838.8927,       0.033,   5013.0185,            ,            ,            ,   64544.538,       0.906,       0.033,   4830.4695,       0.033,   5691.2917,            ,            ,            ,   64844.976,       0.822,       0.033,   1639.4137,       0.033,   5729.2549,            ,            ,            ,   65146.584,       0.838,       0.033,   4528.5923,       0.033,   8732.9171,            ,            ,            ,   65447.908,       0.829,       0.033,    655.1721,       0.033,   6563.5540,            ,            ,            ,   65748.351,       0.822,       0.033,   2114.3030,       0.033,   8306.1577,            ,            ,            ,   64243.705,       0.722,       0.033,   2681.5862,       0.033,   7403.7953,            ,            ,            ,
                              ,   64244.427,       0.722,       0.037,     46.4048,       0.037,   5440.5099,            ,            ,            ,   64545.429,       0.891,       0.037,  21392.1828,       0.037,   6418.4179,            ,            ,            ,   64845.782,       0.806,       0.037,   7501.1781,       0.037,   6594.1388,            ,            ,            ,   65147.383,       0.799,       0.037,   5927.5856,       0.037,   9658.1602,            ,            ,            ,   65448.753,       0.845,       0.037,    437.9634,       0.037,   6986.4119,            ,            ,            ,   65749.180,       0.829,       0.037,   1664.7016,       0.037,   8902.3180,            ,            ,            ,   64244.427,       0.722,       0.037,   7470.8230,       0.037,   8158.2913,            ,            ,            ,
                              ,   64245.156,       0.729,       0.040,    806.1228,       0.040,   5966.3725,            ,            ,            ,   64546.290,       0.861,       0.040,   5112.7775,       0.040,   7373.7111,            ,            ,            ,   64846.573,       0.791,       0.040,  10175.7678,       0.040,   7755.9165,            ,            ,            ,   65148.174,       0.791,       0.040,   3567.8308,       0.040,  10816.1490,            ,            ,            ,   65449.583,       0.830,       0.040,    735.7160,       0.040,   7482.7521,            ,            ,            ,   65750.010,       0.830,       0.040,   2920.8286,       0.040,   9594.0346,            ,            ,            ,   64245.156,       0.729,       0.040,   8513.4768,       0.040,   9102.8870,            ,            ,            ,
                              ,   64245.878,       0.722,       0.043,    443.7861,       0.043,   6617.4893,            ,            ,            ,   64547.127,       0.837,       0.043,    869.0823,       0.043,   8654.9208,            ,            ,            ,   64847.334,       0.761,       0.043,    232.6003,       0.043,   9352.2040,            ,            ,            ,   65148.957,       0.783,       0.043,   1208.2953,       0.043,  12272.4078,            ,            ,            ,   65450.381,       0.798,       0.043,   9235.6619,       0.043,   8063.1127,            ,            ,            ,   65750.847,       0.837,       0.043,   1626.0560,       0.043,  10387.2087,            ,            ,            ,   64245.878,       0.722,       0.043,   3962.5661,       0.043,  10294.3665,            ,            ,            ,
                              ,   64246.593,       0.715,       0.047,    650.9417,       0.047,   7430.7542,            ,            ,            ,   64547.941,       0.814,       0.047,   1785.9004,       0.047,  10419.3792,            ,            ,            ,   64848.079,       0.745,       0.047,   1640.9778,       0.047,  11606.0354,            ,            ,            ,   65149.756,       0.799,       0.047,   7303.8765,       0.047,  14111.0330,            ,            ,            ,   65451.203,       0.822,       0.047,  17418.2033,       0.047,   8738.8435,            ,            ,            ,   65751.676,       0.829,       0.047,  12195.3719,       0.047,  11282.2587,            ,            ,            ,   64246.593,       0.715,       0.047,   5498.7513,       0.047,  11810.3401,            ,            ,            ,
                              ,   64247.307,       0.714,       0.050,   1345.9614,       0.050,   8457.4570,            ,            ,            ,   64548.732,       0.791,       0.050,   6594.1037,       0.050,  12932.1991,            ,            ,            ,   64848.809,       0.730,       0.050,   3006.6074,       0.050,  14888.3466,            ,            ,            ,   65150.555,       0.799,       0.050,   8472.0346,       0.050,  16433.8016,            ,            ,            ,   65452.071,       0.868,       0.050,   9570.2600,       0.050,   9521.1873,            ,            ,            ,   65752.491,       0.815,       0.050,  56211.3241,       0.050,  12269.2561,            ,            ,            ,   64247.307,       0.714,       0.050,  17274.2419,       0.050,  13756.0847,            ,            ,            ,
                              ,   64248.021,       0.714,       0.053,   1059.3361,       0.053,   9769.7785,            ,            ,            ,   64549.500,       0.768,       0.053,  17680.3517,       0.053,  16664.9724,            ,            ,            ,   64849.515,       0.706,       0.053,   6082.3632,       0.053,  19821.2522,            ,            ,            ,   65151.354,       0.799,       0.053,  39834.6333,       0.053,  19347.2373,            ,            ,            ,   65452.978,       0.907,       0.053,  15051.2759,       0.053,  10419.4579,            ,            ,            ,   65753.305,       0.814,       0.053,  76906.0095,       0.053,  13321.1043,            ,            ,            ,   64248.021,       0.714,       0.053,  24422.1999,       0.053,  16270.5803,            ,            ,            ,
                              ,   64248.759,       0.738,       0.057,   1329.4689,       0.057,  11470.2629,            ,            ,            ,   64550.245,       0.745,       0.057,  40515.3744,       0.057,  22510.8876,            ,            ,            ,   64850.199,       0.684,       0.057,   2558.0181,       0.057,  27396.7255,            ,            ,            ,   65152.160,       0.806,       0.057,  38990.0293,       0.057,  22918.8696,            ,            ,            ,   65453.907,       0.929,       0.057,  46650.8382,       0.057,  11437.7844,            ,            ,            ,   65754.127,       0.822,       0.057,  22751.7886,       0.057,  14385.5395,            ,            ,            ,   64248.759,       0.738,       0.057,  33693.7492,       0.057,  19524.5000,            ,            ,            ,
                              ,   64249.519,       0.760,       0.060,  33296.1758,       0.060,  13704.9337,            ,            ,            ,   64551.006,       0.761,       0.060,  45678.8026,       0.060,  32280.1606,            ,            ,            ,   64850.882,       0.683,       0.060,  36992.6744,       0.060,  38806.6130,            ,            ,            ,   65152.959,       0.799,       0.060, 192629.3389,       0.060,  27069.7520,            ,            ,            ,   65454.790,       0.883,       0.060, 112451.0716,       0.060,  12569.7952,            ,            ,            ,   65754.964,       0.837,       0.060,  37923.0194,       0.060,  15378.8222,            ,            ,            ,   64249.519,       0.760,       0.060,  59140.4834,       0.060,  23689.2666,            ,            ,            ,
                              ,   64250.287,       0.768,       0.063,  62085.4705,       0.063,  16678.8889,            ,            ,            ,   64551.766,       0.760,       0.063,  66301.3970,       0.063,  49840.9732,            ,            ,            ,   64851.558,       0.676,       0.063, 197223.9423,       0.063,  53570.5786,            ,            ,            ,   65153.758,       0.799,       0.063, 186409.8665,       0.063,  31378.3828,            ,            ,            ,   65455.666,       0.876,       0.063,  76439.8183,       0.063,  13790.8303,            ,            ,            ,   65755.863,       0.899,       0.063,   7834.5237,       0.063,  16186.9043,            ,            ,            ,   64250.287,       0.768,       0.063,  81523.4653,       0.063,  28827.9477,            ,            ,            ,
                              ,   64251.071,       0.784,       0.067,  36030.3043,       0.067,  20665.7040,            ,            ,            ,   64552.550,       0.784,       0.067, 223465.2381,       0.067,  82974.0108,            ,            ,            ,   64852.234,       0.676,       0.067, 214219.3958,       0.067,  64272.3995,            ,            ,            ,   65154.557,       0.799,       0.067,  46141.9140,       0.067,  34887.0463,            ,            ,            ,   65456.503,       0.837,       0.067,  25691.7676,       0.067,  15048.2520,            ,            ,            ,   65756.769,       0.906,       0.067,   2338.3493,       0.067,  16681.2672,            ,            ,            ,   64251.071,       0.784,       0.067,  82318.4438,       0.067,  34629.6677,            ,            ,            ,
                              ,   64251.862,       0.791,       0.070,  34385.0045,       0.070,  25977.5967,            ,            ,            ,   64553.356,       0.806,       0.070, 237776.3280,       0.070, 137054.6102,            ,            ,            ,   64852.910,       0.676,       0.070,  46693.5122,       0.070,  59690.3536,            ,            ,            ,   65155.348,       0.791,       0.070,  23878.0105,       0.070,  36273.1317,            ,            ,            ,   65457.310,       0.807,       0.070,  29274.4652,       0.070,  16252.7684,            ,            ,            ,   65757.268,       0.499,       0.070,    580.9706,       0.070,  16751.9742,            ,            ,            ,   64251.862,       0.791,       0.070,  49156.4502,       0.070,  39998.6573,            ,            ,            ,
